"","rules","support","confidence","lift","count"
"141","{whole milk} => {newspapers}",0.0273512963904423,0.107043374452845,1.34111030285826,269
"312","{soda} => {yogurt}",0.0273512963904423,0.156851311953353,1.12436782293092,269
"313","{yogurt} => {soda}",0.0273512963904423,0.196064139941691,1.12436782293092,269
"272","{sausage} => {other vegetables}",0.0269445856634469,0.286796536796537,1.48220911161006,265
"273","{other vegetables} => {sausage}",0.0269445856634469,0.139253809774041,1.48220911161006,265
"175","{fruit/vegetable juice} => {whole milk}",0.0266395526182003,0.368495077355837,1.44216040023663,262
"176","{whole milk} => {fruit/vegetable juice}",0.0266395526182003,0.104257859132511,1.44216040023663,262
"66","{curd} => {whole milk}",0.026131164209456,0.490458015267176,1.91948053328797,257
"67","{whole milk} => {curd}",0.026131164209456,0.102268205332272,1.91948053328797,257
"206","{pip fruit} => {other vegetables}",0.026131164209456,0.345430107526882,1.78523652523746,257
"207","{other vegetables} => {pip fruit}",0.026131164209456,0.135049921177089,1.78523652523746,257
"304","{root vegetables} => {yogurt}",0.0258261311642095,0.236940298507463,1.69847509899482,254
"305","{yogurt} => {root vegetables}",0.0258261311642095,0.185131195335277,1.69847509899482,254
"106","{brown bread} => {whole milk}",0.0252160650737163,0.38871473354232,1.5212930379581,248
"286","{bottled water} => {other vegetables}",0.0248093543467209,0.224471021159154,1.16010115244366,244
"287","{other vegetables} => {bottled water}",0.0248093543467209,0.128218602207042,1.16010115244366,244
"251","{shopping bags} => {soda}",0.0246059989832232,0.249742002063983,1.43219393020366,242
"252","{soda} => {shopping bags}",0.0246059989832232,0.141107871720117,1.43219393020366,242
"296","{tropical fruit} => {rolls/buns}",0.0246059989832232,0.234496124031008,1.274886334906,242
"297","{rolls/buns} => {tropical fruit}",0.0246059989832232,0.133775566611388,1.274886334906,242
"259","{shopping bags} => {whole milk}",0.0245043213014743,0.248710010319917,0.973363689413604,241
"266","{sausage} => {soda}",0.0243009659379766,0.258658008658009,1.48332449863062,239
"267","{soda} => {sausage}",0.0243009659379766,0.13935860058309,1.48332449863062,239
"306","{root vegetables} => {rolls/buns}",0.0243009659379766,0.22294776119403,1.21210128874698,239
"307","{rolls/buns} => {root vegetables}",0.0243009659379766,0.132117191818684,1.21210128874698,239
"116","{margarine} => {whole milk}",0.0241992882562278,0.413194444444444,1.61709803466419,238
"284","{bottled water} => {rolls/buns}",0.0241992882562278,0.218951241950322,1.19037339114506,238
"285","{rolls/buns} => {bottled water}",0.0241992882562278,0.131564400221117,1.19037339114506,238
"257","{shopping bags} => {other vegetables}",0.0231825114387392,0.235294117647059,1.21603659855955,228
"258","{other vegetables} => {shopping bags}",0.0231825114387392,0.119810825013137,1.21603659855955,228
"407","{root vegetables,other vegetables} => {whole milk}",0.0231825114387392,0.489270386266094,1.91483257020575,228
"408","{root vegetables,whole milk} => {other vegetables}",0.0231825114387392,0.474012474012474,2.44977019543494,228
"409","{other vegetables,whole milk} => {root vegetables}",0.0231825114387392,0.309782608695652,2.84208204899416,228
"282","{bottled water} => {yogurt}",0.0229791560752415,0.207911683532659,1.49038732328258,226
"283","{yogurt} => {bottled water}",0.0229791560752415,0.164723032069971,1.49038732328258,226
"224","{pastry} => {other vegetables}",0.0225724453482461,0.253714285714286,1.31123489227535,222
"225","{other vegetables} => {pastry}",0.0225724453482461,0.116657908565423,1.31123489227535,222
"152","{domestic eggs} => {other vegetables}",0.0222674123029995,0.350961538461538,1.81382382068798,219
"153","{other vegetables} => {domestic eggs}",0.0222674123029995,0.115081450341566,1.81382382068798,219
"422","{other vegetables,yogurt} => {whole milk}",0.0222674123029995,0.51288056206089,2.00723451168677,219
"423","{whole milk,yogurt} => {other vegetables}",0.0222674123029995,0.397459165154265,2.05413078785717,219
"424","{other vegetables,whole milk} => {yogurt}",0.0222674123029995,0.297554347826087,2.13297887089618,219
"80","{pork} => {whole milk}",0.0221657346212506,0.384479717813051,1.5047186727781,218
"78","{pork} => {other vegetables}",0.0216573462125064,0.375661375661376,1.94147642124521,213
"79","{other vegetables} => {pork}",0.0216573462125064,0.111928533893852,1.94147642124521,213
"237","{citrus fruit} => {yogurt}",0.0216573462125064,0.261670761670762,1.87575214360929,213
"238","{yogurt} => {citrus fruit}",0.0216573462125064,0.155247813411079,1.87575214360929,213
"57","{beef} => {whole milk}",0.0212506354855109,0.405038759689922,1.58517954697588,209
"173","{fruit/vegetable juice} => {other vegetables}",0.0210472801220132,0.291139240506329,1.50465287986324,207
"174","{other vegetables} => {fruit/vegetable juice}",0.0210472801220132,0.108775617446138,1.50465287986324,207
"218","{pastry} => {soda}",0.0210472801220132,0.236571428571429,1.35666472303207,207
"219","{soda} => {pastry}",0.0210472801220132,0.12069970845481,1.35666472303207,207
"290","{tropical fruit} => {root vegetables}",0.0210472801220132,0.200581395348837,1.84022203661923,207
"291","{root vegetables} => {tropical fruit}",0.0210472801220132,0.193097014925373,1.84022203661923,207
"222","{pastry} => {rolls/buns}",0.0209456024402644,0.235428571428571,1.27995577667219,206
"223","{rolls/buns} => {pastry}",0.0209456024402644,0.11387506909895,1.27995577667219,206
"292","{tropical fruit} => {soda}",0.0208439247585155,0.198643410852713,1.13915915203291,205
"293","{soda} => {tropical fruit}",0.0208439247585155,0.119533527696793,1.13915915203291,205
"184","{whipped/sour cream} => {yogurt}",0.0207422470767667,0.28936170212766,2.07425097698654,204
"185","{yogurt} => {whipped/sour cream}",0.0207422470767667,0.14868804664723,2.07425097698654,204
"89","{frankfurter} => {whole milk}",0.0205388917132689,0.348275862068965,1.36302948804149,202
"50","{frozen vegetables} => {whole milk}",0.0204372140315201,0.424947145877378,1.66309398316913,201
"95","{bottled beer} => {whole milk}",0.0204372140315201,0.253787878787879,0.993236684392673,201
"198","{pip fruit} => {tropical fruit}",0.0204372140315201,0.270161290322581,2.57464756814204,201
"199","{tropical fruit} => {pip fruit}",0.0204372140315201,0.194767441860465,2.57464756814204,201
"124","{butter} => {other vegetables}",0.0200305033045247,0.361467889908257,1.86812227916327,197
"125","{other vegetables} => {butter}",0.0200305033045247,0.103520756699947,1.86812227916327,197
"232","{citrus fruit} => {tropical fruit}",0.0199288256227758,0.240786240786241,2.29470220749291,196
"233","{tropical fruit} => {citrus fruit}",0.0199288256227758,0.189922480620155,2.29470220749291,196
"55","{beef} => {other vegetables}",0.0197254702592781,0.375968992248062,1.94306623161308,194
"56","{other vegetables} => {beef}",0.0197254702592781,0.10194429847609,1.94306623161308,194
"73","{napkins} => {whole milk}",0.0197254702592781,0.376699029126214,1.47426778808448,194
"114","{margarine} => {other vegetables}",0.0197254702592781,0.336805555555556,1.74066349915338,194
"115","{other vegetables} => {margarine}",0.0197254702592781,0.10194429847609,1.74066349915338,194
"137","{newspapers} => {rolls/buns}",0.0197254702592781,0.247133757961783,1.34359342706144,194
"138","{rolls/buns} => {newspapers}",0.0197254702592781,0.107241569928137,1.34359342706144,194
"268","{sausage} => {yogurt}",0.0196237925775292,0.208874458874459,1.49728885060518,193
"269","{yogurt} => {sausage}",0.0196237925775292,0.14067055393586,1.49728885060518,193
"255","{shopping bags} => {rolls/buns}",0.0195221148957804,0.198142414860681,1.07724192932825,192
"256","{rolls/buns} => {shopping bags}",0.0195221148957804,0.106135986733002,1.07724192932825,192
"139","{newspapers} => {other vegetables}",0.0193187595322827,0.24203821656051,1.25089115074756,190
"86","{frankfurter} => {rolls/buns}",0.0192170818505338,0.325862068965517,1.77161605764282,189
"87","{rolls/buns} => {frankfurter}",0.0192170818505338,0.104477611940299,1.77161605764282,189
"44","{coffee} => {whole milk}",0.0187086934417895,0.322241681260946,1.2611408417037,184
"105","{brown bread} => {other vegetables}",0.0187086934417895,0.288401253918495,1.49050253930026,184
"170","{fruit/vegetable juice} => {yogurt}",0.0187086934417895,0.258790436005626,1.85510491116278,184
"171","{yogurt} => {fruit/vegetable juice}",0.0187086934417895,0.134110787172012,1.85510491116278,184
"302","{root vegetables} => {soda}",0.0186070157600407,0.170708955223881,0.978963600365519,183
"303","{soda} => {root vegetables}",0.0186070157600407,0.106705539358601,0.978963600365519,183
"276","{bottled water} => {tropical fruit}",0.0185053380782918,0.167433302667893,1.59564586408792,182
"277","{tropical fruit} => {bottled water}",0.0185053380782918,0.176356589147287,1.59564586408792,182
"168","{fruit/vegetable juice} => {soda}",0.018403660396543,0.254571026722925,1.45988690834984,181
"169","{soda} => {fruit/vegetable juice}",0.018403660396543,0.105539358600583,1.45988690834984,181
"203","{pip fruit} => {yogurt}",0.0179969496695475,0.237903225806452,1.70537771560237,177
"204","{yogurt} => {pip fruit}",0.0179969496695475,0.129008746355685,1.70537771560237,177
"33","{chicken} => {other vegetables}",0.0178952719877987,0.417061611374408,2.15543927896337,176
"425","{other vegetables,rolls/buns} => {whole milk}",0.0178952719877987,0.420047732696897,1.64391939955192,176
"426","{whole milk,rolls/buns} => {other vegetables}",0.0178952719877987,0.315978456014363,1.63302580919667,176
"427","{other vegetables,whole milk} => {rolls/buns}",0.0178952719877987,0.239130434782609,1.30008171701877,176
"49","{frozen vegetables} => {other vegetables}",0.0177935943060498,0.369978858350951,1.91210828790416,175
"220","{pastry} => {yogurt}",0.017691916624301,0.198857142857143,1.42548104956268,174
"221","{yogurt} => {pastry}",0.017691916624301,0.126822157434402,1.42548104956268,174
"234","{citrus fruit} => {root vegetables}",0.017691916624301,0.213759213759214,1.9611211448898,174
"235","{root vegetables} => {citrus fruit}",0.017691916624301,0.162313432835821,1.9611211448898,174
"34","{chicken} => {whole milk}",0.0175902389425521,0.409952606635071,1.6044106192821,173
"51","{beef} => {root vegetables}",0.0173868835790544,0.331395348837209,3.04036684311003,171
"52","{root vegetables} => {beef}",0.0173868835790544,0.159514925373134,3.04036684311003,171
"62","{curd} => {yogurt}",0.0172852058973055,0.324427480916031,2.32561536064808,170
"63","{yogurt} => {curd}",0.0172852058973055,0.123906705539359,2.32561536064808,170
"65","{curd} => {other vegetables}",0.0171835282155567,0.322519083969466,1.66682879182328,169
"37","{white bread} => {whole milk}",0.0170818505338078,0.405797101449275,1.58814743046304,168
"181","{whipped/sour cream} => {root vegetables}",0.0170818505338078,0.238297872340426,2.18624960304859,168
"182","{root vegetables} => {whipped/sour cream}",0.0170818505338078,0.156716417910448,2.18624960304859,168
"392","{tropical fruit,other vegetables} => {whole milk}",0.0170818505338078,0.475920679886686,1.86258650484901,168
"393","{tropical fruit,whole milk} => {other vegetables}",0.0170818505338078,0.403846153846154,2.08713973887384,168
"394","{other vegetables,whole milk} => {tropical fruit}",0.0170818505338078,0.228260869565217,2.17533493427705,168
"92","{bottled beer} => {soda}",0.016980172852059,0.210858585858586,1.2092094413523,167
"239","{citrus fruit} => {rolls/buns}",0.0167768174885613,0.202702702702703,1.10203487069159,165
"41","{chocolate} => {whole milk}",0.0166751398068124,0.336065573770492,1.31524270514635,164
"31","{cream cheese } => {whole milk}",0.0164717844433147,0.415384615384615,1.62566959502893,162
"88","{frankfurter} => {other vegetables}",0.0164717844433147,0.279310344827586,1.44351930708319,162
"94","{bottled beer} => {other vegetables}",0.0161667513980681,0.200757575757576,1.03754637812704,159
"90","{bottled beer} => {bottled water}",0.0157600406710727,0.195707070707071,1.77072588813619,155
"91","{bottled water} => {bottled beer}",0.0157600406710727,0.142594296228151,1.77072588813619,155
"151","{domestic eggs} => {rolls/buns}",0.0156583629893238,0.246794871794872,1.34175100282065,154
"244","{shopping bags} => {sausage}",0.0156583629893238,0.158926728586171,1.69160646714826,154
"245","{sausage} => {shopping bags}",0.0156583629893238,0.166666666666667,1.69160646714826,154
"278","{bottled water} => {root vegetables}",0.0156583629893238,0.141674333026679,1.29978271018413,154
"279","{root vegetables} => {bottled water}",0.0156583629893238,0.14365671641791,1.29978271018413,154
"200","{pip fruit} => {root vegetables}",0.015556685307575,0.205645161290323,1.886679254935,153
"201","{root vegetables} => {pip fruit}",0.015556685307575,0.142723880597015,1.886679254935,153
"419","{yogurt,rolls/buns} => {whole milk}",0.015556685307575,0.452662721893491,1.77156302022383,153
"420","{whole milk,yogurt} => {rolls/buns}",0.015556685307575,0.277676950998185,1.50964776841744,153
"421","{whole milk,rolls/buns} => {yogurt}",0.015556685307575,0.274685816876122,1.969048840362,153
"135","{newspapers} => {yogurt}",0.0153533299440773,0.192356687898089,1.37888340049396,151
"136","{yogurt} => {newspapers}",0.0153533299440773,0.110058309037901,1.37888340049396,151
"253","{shopping bags} => {yogurt}",0.0152516522623284,0.154798761609907,1.10965438807102,150
"254","{yogurt} => {shopping bags}",0.0152516522623284,0.10932944606414,1.10965438807102,150
"386","{tropical fruit,yogurt} => {whole milk}",0.0151499745805796,0.517361111111111,2.02476980810894,149
"387","{tropical fruit,whole milk} => {yogurt}",0.0151499745805796,0.358173076923077,2.56751618916797,149
"388","{whole milk,yogurt} => {tropical fruit}",0.0151499745805796,0.270417422867514,2.57708852122286,149
"18","{sugar} => {whole milk}",0.0150482968988307,0.444444444444444,1.73939956669762,148
"264","{sausage} => {root vegetables}",0.0149466192170819,0.159090909090909,1.45957004748982,147
"265","{root vegetables} => {sausage}",0.0149466192170819,0.137126865671642,1.45957004748982,147
"13","{hamburger meat} => {whole milk}",0.0147432638535841,0.443425076452599,1.73541011815015,145
"113","{margarine} => {rolls/buns}",0.0147432638535841,0.251736111111111,1.36861506510657,145
"121","{butter} => {yogurt}",0.0146415861718353,0.264220183486239,1.89402733570492,144
"122","{yogurt} => {butter}",0.0146415861718353,0.104956268221574,1.89402733570492,144
"134","{newspapers} => {soda}",0.0146415861718353,0.18343949044586,1.05196932276095,144
"186","{whipped/sour cream} => {rolls/buns}",0.0146415861718353,0.204255319148936,1.11047598885008,144
"353","{other vegetables,whipped/sour cream} => {whole milk}",0.0146415861718353,0.507042253521127,1.98438542116207,144
"354","{whole milk,whipped/sour cream} => {other vegetables}",0.0146415861718353,0.454258675078864,2.34767948996355,144
"355","{other vegetables,whole milk} => {whipped/sour cream}",0.0146415861718353,0.195652173913043,2.72941720629047,144
"102","{brown bread} => {yogurt}",0.0145399084900864,0.224137931034483,1.606703026038,143
"103","{yogurt} => {brown bread}",0.0145399084900864,0.104227405247813,1.606703026038,143
"172","{fruit/vegetable juice} => {rolls/buns}",0.0145399084900864,0.20112517580872,1.09345832176825,143
"398","{root vegetables,yogurt} => {whole milk}",0.0145399084900864,0.562992125984252,2.20335358498015,143
"399","{root vegetables,whole milk} => {yogurt}",0.0145399084900864,0.297297297297297,2.1311362382791,143
"400","{whole milk,yogurt} => {root vegetables}",0.0145399084900864,0.259528130671506,2.38102534062898,143
"72","{napkins} => {other vegetables}",0.0144382308083376,0.275728155339806,1.4250059946227,142
"146","{domestic eggs} => {root vegetables}",0.0143365531265887,0.225961538461538,2.07307064437428,141
"147","{root vegetables} => {domestic eggs}",0.0143365531265887,0.131529850746269,2.07307064437428,141
"149","{domestic eggs} => {yogurt}",0.0143365531265887,0.225961538461538,1.61977531397174,141
"150","{yogurt} => {domestic eggs}",0.0143365531265887,0.102769679300292,1.61977531397174,141
"7","{onions} => {other vegetables}",0.0142348754448399,0.459016393442623,2.37226811850142,140
"111","{margarine} => {yogurt}",0.0142348754448399,0.243055555555556,1.74231150793651,140
"112","{yogurt} => {margarine}",0.0142348754448399,0.102040816326531,1.74231150793651,140
"162","{fruit/vegetable juice} => {bottled water}",0.0142348754448399,0.19690576652602,1.78157149382098,140
"163","{bottled water} => {fruit/vegetable juice}",0.0142348754448399,0.128794848206072,1.78157149382098,140
"205","{pip fruit} => {rolls/buns}",0.0139298423995933,0.184139784946237,1.00111375618919,137
"262","{sausage} => {tropical fruit}",0.0139298423995933,0.148268398268398,1.41300358233498,137
"263","{tropical fruit} => {sausage}",0.0139298423995933,0.132751937984496,1.41300358233498,137
"413","{other vegetables,soda} => {whole milk}",0.0139298423995933,0.425465838509317,1.66512396408242,137
"414","{whole milk,soda} => {other vegetables}",0.0139298423995933,0.347715736040609,1.79704900891192,137
"415","{other vegetables,whole milk} => {soda}",0.0139298423995933,0.186141304347826,1.06746339840284,137
"12","{hamburger meat} => {other vegetables}",0.0138281647178444,0.415902140672783,2.14944695402881,136
"27","{canned beer} => {soda}",0.0138281647178444,0.178010471204188,1.02083555935463,136
"179","{whipped/sour cream} => {tropical fruit}",0.0138281647178444,0.19290780141844,1.8384188245643,136
"180","{tropical fruit} => {whipped/sour cream}",0.0138281647178444,0.131782945736434,1.8384188245643,136
"193","{pip fruit} => {citrus fruit}",0.0138281647178444,0.182795698924731,2.20859422472326,136
"194","{citrus fruit} => {pip fruit}",0.0138281647178444,0.167076167076167,2.20859422472326,136
"24","{dessert} => {whole milk}",0.0137264870360956,0.36986301369863,1.44751402297096,135
"30","{cream cheese } => {other vegetables}",0.0137264870360956,0.346153846153846,1.78897691903472,135
"36","{white bread} => {other vegetables}",0.0137264870360956,0.326086956521739,1.68526811213416,135
"164","{fruit/vegetable juice} => {tropical fruit}",0.0137264870360956,0.189873417721519,1.80950103032087,135
"165","{tropical fruit} => {fruit/vegetable juice}",0.0137264870360956,0.130813953488372,1.80950103032087,135
"54","{beef} => {rolls/buns}",0.0136248093543467,0.25968992248062,1.41185759402814,134
"74","{pork} => {root vegetables}",0.0136248093543467,0.236331569664903,2.16820987654321,134
"75","{root vegetables} => {pork}",0.0136248093543467,0.125,2.16820987654321,134
"93","{bottled beer} => {rolls/buns}",0.0136248093543467,0.169191919191919,0.919846614291059,134
"22","{long life bakery product} => {whole milk}",0.0135231316725979,0.361413043478261,1.41444380525615,133
"38","{chocolate} => {soda}",0.0135231316725979,0.272540983606557,1.56293911007026,133
"230","{citrus fruit} => {bottled water}",0.0135231316725979,0.163390663390663,1.47833226720071,133
"231","{bottled water} => {citrus fruit}",0.0135231316725979,0.122355105795768,1.47833226720071,133
"247","{shopping bags} => {tropical fruit}",0.0135231316725979,0.137254901960784,1.30804453564371,133
"248","{tropical fruit} => {shopping bags}",0.0135231316725979,0.128875968992248,1.30804453564371,133
"356","{pip fruit,other vegetables} => {whole milk}",0.0135231316725979,0.517509727626459,2.02535144098935,133
"357","{pip fruit,whole milk} => {other vegetables}",0.0135231316725979,0.449324324324324,2.32217799775603,133
"358","{other vegetables,whole milk} => {pip fruit}",0.0135231316725979,0.18070652173913,2.3887750555166,133
"43","{coffee} => {other vegetables}",0.013421453990849,0.231173380035026,1.19473998562506,132
"123","{butter} => {rolls/buns}",0.013421453990849,0.242201834862385,1.31678001430158,132
"202","{pip fruit} => {soda}",0.0133197763091002,0.176075268817204,1.00973776607417,131
"214","{pastry} => {tropical fruit}",0.0132180986273513,0.148571428571429,1.41589147286822,130
"215","{tropical fruit} => {pastry}",0.0132180986273513,0.125968992248062,1.41589147286822,130
"368","{citrus fruit,other vegetables} => {whole milk}",0.0130147432638536,0.450704225352113,1.76389815214406,128
"369","{citrus fruit,whole milk} => {other vegetables}",0.0130147432638536,0.426666666666667,2.20507969872132,128
"370","{other vegetables,whole milk} => {citrus fruit}",0.0130147432638536,0.173913043478261,2.10127123170601,128
"119","{butter} => {root vegetables}",0.0129130655821047,0.23302752293578,2.13789709708339,127
"120","{root vegetables} => {butter}",0.0129130655821047,0.118470149253731,2.13789709708339,127
"395","{root vegetables,yogurt} => {other vegetables}",0.0129130655821047,0.5,2.58407777193904,127
"396","{root vegetables,other vegetables} => {yogurt}",0.0129130655821047,0.272532188841202,1.95361084347902,127
"397","{other vegetables,yogurt} => {root vegetables}",0.0129130655821047,0.297423887587822,2.72869770002447,127
"14","{hygiene articles} => {whole milk}",0.0128113879003559,0.388888888888889,1.52197462086041,126
"236","{citrus fruit} => {soda}",0.0128113879003559,0.154791154791155,0.887679887679888,126
"249","{shopping bags} => {root vegetables}",0.0128113879003559,0.130030959752322,1.1929612772053,126
"250","{root vegetables} => {shopping bags}",0.0128113879003559,0.117537313432836,1.1929612772053,126
"20","{waffles} => {whole milk}",0.012709710218607,0.330687830687831,1.29419610617382,125
"40","{chocolate} => {other vegetables}",0.012709710218607,0.256147540983607,1.32381033398517,125
"404","{root vegetables,rolls/buns} => {whole milk}",0.012709710218607,0.523012552301255,2.04688756541299,125
"405","{root vegetables,whole milk} => {rolls/buns}",0.012709710218607,0.25987525987526,1.41286521883537,125
"406","{whole milk,rolls/buns} => {root vegetables}",0.012709710218607,0.224416517055655,2.05889593772609,125
"101","{brown bread} => {soda}",0.0126080325368582,0.19435736677116,1.11458000127951,124
"104","{brown bread} => {rolls/buns}",0.0126080325368582,0.19435736677116,1.05666373808422,124
"212","{pastry} => {sausage}",0.0125063548551093,0.140571428571429,1.49623376623377,123
"213","{sausage} => {pastry}",0.0125063548551093,0.133116883116883,1.49623376623377,123
"29","{cream cheese } => {yogurt}",0.0124046771733604,0.312820512820513,2.24241234955521,122
"47","{frozen vegetables} => {yogurt}",0.0124046771733604,0.257928118393235,1.84892350174742,122
"148","{domestic eggs} => {soda}",0.0124046771733604,0.195512820512821,1.1212061747776,122
"70","{napkins} => {yogurt}",0.0123029994916116,0.23495145631068,1.68421834753319,121
"341","{other vegetables,domestic eggs} => {whole milk}",0.0123029994916116,0.552511415525114,2.16233576270971,121
"342","{whole milk,domestic eggs} => {other vegetables}",0.0123029994916116,0.410169491525424,2.11981973155677,121
"343","{other vegetables,whole milk} => {domestic eggs}",0.0123029994916116,0.164402173913043,2.59117849428651,121
"377","{tropical fruit,root vegetables} => {other vegetables}",0.0123029994916116,0.584541062801932,3.0209991343442,121
"378","{tropical fruit,other vegetables} => {root vegetables}",0.0123029994916116,0.342776203966006,3.14477981903514,121
"379","{root vegetables,other vegetables} => {tropical fruit}",0.0123029994916116,0.259656652360515,2.47453796120704,121
"383","{tropical fruit,yogurt} => {other vegetables}",0.0123029994916116,0.420138888888889,2.17134312780989,121
"384","{tropical fruit,other vegetables} => {yogurt}",0.0123029994916116,0.342776203966006,2.45714574781754,121
"385","{other vegetables,yogurt} => {tropical fruit}",0.0123029994916116,0.283372365339578,2.7005496251112,121
"401","{root vegetables,rolls/buns} => {other vegetables}",0.0122013218098627,0.502092050209205,2.59488981282582,120
"402","{root vegetables,other vegetables} => {rolls/buns}",0.0122013218098627,0.257510729613734,1.40000996448373,120
"403","{other vegetables,rolls/buns} => {root vegetables}",0.0122013218098627,0.286396181384248,2.6275246678303,120
"8","{onions} => {whole milk}",0.0120996441281139,0.390163934426229,1.52696470158455,119
"69","{napkins} => {soda}",0.011997966446365,0.229126213592233,1.31396869427383,118
"166","{fruit/vegetable juice} => {root vegetables}",0.011997966446365,0.165963431786217,1.52262159665806,118
"167","{root vegetables} => {fruit/vegetable juice}",0.011997966446365,0.110074626865672,1.52262159665806,118
"260","{sausage} => {bottled water}",0.011997966446365,0.127705627705628,1.15545984221237,118
"261","{bottled water} => {sausage}",0.011997966446365,0.108555657773689,1.15545984221237,118
"380","{tropical fruit,root vegetables} => {whole milk}",0.011997966446365,0.570048309178744,2.23096900945999,118
"381","{tropical fruit,whole milk} => {root vegetables}",0.011997966446365,0.283653846153846,2.60236527698048,118
